book_title,story_title,latitude,longitude,location,city,state,country,continent,century,decade,initial_date,final_date,unbuilt,architect,pg_gh,pg_img_gh,count_img_gh,fp_gh,pg_fp_gh,count_gh,pg_ha,pg_img_ha,count_img_ha,fp_ha,pg_fp_ha,count_ha,pg_mm,pg_img_mm,count_img_mm,fp_mm,pg_fp_mm,count_mm,pg_wh,pg_img_wh,count_img_wh,fp_wh,pg_fp_wh,count_wh
A History of Architecture: Settings and Rituals,Wonderland Regional Shopping Center,42.36837,-83.3527097,"Livonia, Michigan",Livonia,Michigan,United States,North America,20,19?,,,,Louis G. Redstone,,,,,,,725,,1,N,,1,,,,,,,,,,,,
A World History of Architecture,Cranbrook Academy,42.56875475,-83.25020542,"Bloomfield Hills, Michigan",Bloomfield Hills,Michigan,United States,North America,,,,,N,Eliel Saarinen,,,,,,,,,,,,,,,,,,,537,,,N,,1
A Global History of Architecture,Packard Motor Car Company Plant,42.8541893,-83.06649749,"Detroit, Michigan, USA",Detroit,Michigan,United States,North America,20,,,,,Albert Kahn,701,,,,,1,,,,,,,,,,,,,,,,,,
A History of Architecture: Settings and Rituals,Ford Motor Company Eagle Plant,42.3315509,-83.0466403,"Detroit, Michigan",Detroit,Michigan,United States,North America,20,1910,1917,,,Albert Kahn,,,,,,,692,,1,N,,1,,,,,,,,,,,,
A Global History of Architecture,Dodge Brothers Motor Car Company Plant,42.38680137,-83.04629322,"Hamtramck, Michigan, USA",Hamtramck,Michigan,United States,North America,20,,,,,Albert Kahn,701,701,1,N,,1,,,,,,,,,,,,,,,,,,
Modern Movements in Architecture,Consolidated Gas Building,42.32900147,-83.04530022,"Detroit, Michigan, USA",Detroit,Michigan,United States,North America,20,1960,1964,,,Minoru Yamasaki,,,,,,,,,,,,,196,196,1,N,,1,,,,,,
A World History of Architecture,General Motors Technical Center,42.5160753,-83.03771302,"Warren, Michigan",Warren,Michigan,United States,North America,20,,1948,1956,N,Eero Saarinen,,,,,,,,,,,,,,,,,,,537,,,N,,1
Modern Movements in Architecture,Lafayette Park,42.3398647,-83.0348037,"Detroit, Michigan, USA",Detroit,Michigan,United States,North America,20,1950,1955,1963,,Mies van der Rohe,,,,,,,,,,,,,95,95,1,N,,1,,,,,,
Modern Movements in Architecture,Lafayette Towers and Court Houses,42.34024624,-83.03295774,"Detroit, Michigan, USA",Detroit,Michigan,United States,North America,20,1950,1955,1963,,Mies van der Rohe,,,,,,,,,,,,,98,98,1,N,,1,,,,,,
A World History of Architecture,Biltmore,35.5581686,-82.5334571,"Asheville, North Carolina",Asheville,North Carolina,United States,North America,19,,1890,1895,N,Richard Morris Hunt,,,,,,,,,,,,,,,,,,,433,433,1,N,,2
A Global History of Architecture,Presidential Palace,23.1418022,-82.3566706,"Havana, Cuba",Havana,,Cuba,North America,20,1920,1920,,,"Carlos Maruri, Paul Belau",693,693,1,N,,1,,,,,,,,,,,,,,,,,,
A World History of Architecture,Swan Hotel,28.36479555,-81.55909679,"Orlando, Florida",Orlando,Florida,United States,North America,20,,1987,,N,Michael Graves,,,,,,,,,,,,,,,,,,,548,548,1,N,,2
Modern Movements in Architecture,Vehicle Assembly Building,28.58632145,-80.65070212,"Cape Kennedy, Florida, USA",Cape Kennedy,Florida,United States,North America,20,1960,,,,Max O. Urbahn,,,,,,,,,,,,,217373,217,1,N,,2,,,,,,
A World History of Architecture,The Breakwater,25.77998368,-80.13109803,"Miami Beach, Florida",Miami Beach,Florida,United States,North America,20,,1939,,N,Anton Skislewicz,,,,,,,,,,,,,,,,,,,499-500,500,1,N,,2
Modern Movements in Architecture,Chestnut Hill House,42.0857376,-80.0863055,"Chestnut Hill, Pennsylvania, USA",Chestnut Hill,Pennsylvenia,United States,North America,20,1960,1965,,,Robert Venturi,,,,,,,,,,,,,218-220,218-220,3,Y,218-219,2,,,,,,
A World History of Architecture,Seventh Street Bridge,40.44617402,-80.00137589,"Pittsburgh, Pennsylvania",Pittsburgh,Pennsylvania,United States,North America,20,,1925,1928,N,,,,,,,,,,,,,,,,,,,,5-Apr,5,1,N,,1
Modern Movements in Architecture,Alcoa Building,40.4415091,-79.99676926,"Pittsburg, Pennsylvania",Pittsburg,Pennsylvania,United States,North America,20,1950,1955,,,"Wallace Harrison, Max Ambrovitz",,,,,,,,,,,,,201,201,1,N,,1,,,,,,
A History of Architecture: Settings and Rituals,Allegheny County courthouse and Jail,40.4416941,-79.9900861,"Pittsburgh, Pennsylvania",Pittsburgh,Pennsylvania,United States,North America,19,1880,1884,1888,,Henry Hobson Richardson,,,,,,,658,,1,N,,1,,,,,,,,,,,,
A History of Architecture: Settings and Rituals,Miles Brewton House,32.7876012,-79.9402728,"Charleston, South Carolina, United States",Charleston,South Carolina,United States,North America,18,1760,1765,1769,,,,,,,,,482,,1,N,,1,,,,,,,,,,,,
A Global History of Architecture,Beth Elohim Synagogue,32.78195156,-79.9333519,"Charleston, South Carolina, USA",Charleston,South Carolina,United States,North America,19,1840,1840,,,,655,655,2,N,,2,,,,,,,,,,,,,,,,,,
A Global History of Architecture,Market Hall,32.78089602,-79.93128289,"Charleston, South Carolina, USA",Charleston,South Carolina,United States,North America,19,1840,1840,,,,635-636,635-636,1,N,,1,,,,,,,,,,,,,,,,,,
A World History of Architecture,St. Michael's,32.77629225,-79.93089281,"Charleston, South Carolina",Charleston,South Carolina,United States,North America,18,,1752,,N,Peter Harrison,,,,,,,,,,,,,,,,,,,395,,,N,,1
Modern Movements in Architecture,Scarborough College,43.7830157,-79.2333048,"Toronto, Canada",Toronto,,Canada,North America,20,1960,1964,1966,,John Andrews,,,,,,,,,,,,,343,343,1,N,,1,,,,,,
A History of Architecture: Settings and Rituals,Chan-Chan,-8.1098581,-79.0745331,"Chan-Chan, Peru",Chan-Chan,,Peru,South America,11,1000,1000,,,,,,,,,,440,,1,N,,1,,,,,,,,,,,,
A Global History of Architecture,"Rivero Citadel, Chan Chan",-8.1116778,-79.0287742,"Trujillo, Peru",Trujillo,,Peru,South America,,,,,,,465,465,2,Y,465,2,,,,,,,,,,,,,,,,,,
A Global History of Architecture,Pierce Arrow Plant,42.94295041,-78.87861819,"Buffalo, New York, USA",Buffalo,New York,United States,North America,20,,,,,Albert Kahn,701,,,,,1,,,,,,,,,,,,,,,,,,
A World History of Architecture,Guaranty Building,42.883064,-78.8767699,"Buffalo, New York",Buffalo,New York,United States,North America,19,,1894,,N,"Dankmar Adler, Louis Sullivan",,,,,,,,,,,,,,,,,,,470,470,1,N,,2
"A History of Architecture: Settings and Rituals, A World History of Architecture",Larkin Administration Building,42.87722,-78.8518003,"Buffalo, New York",Buffalo,New York,United States,North America,20,1900,1904,,,Frank Lloyd Wright,,,,,,,684,,1,N,,1,,,,,,,"484-485,512,516,549",484,2,Y,484,5
"A History of Architecture: Settings and Rituals, A World History of Architecture",University of Virginia,38.0410576,-78.5054996,"Charlottesville, Virginia",Charlottesville,Virginia,United States,North America,19,1810,1817,1826,,Thomas Jefferson,,,,,,,623,,1,N,,1,,,,,,,428,428,3,N,,4
A World History of Architecture,Library at the University of Virginia,38.03562212,-78.50335719,"Charlottesville, Virginia",Charlottesville,Virginia,United States,North America,19,,1817,1826,N,Thomas Jefferson,,,,,,,,,,,,,,,,,,,123,,,N,,1
"A Global History of Architecture, A History of Architecture: Settings and Rituals, A World History of Architecture",Monticello Plantation,38.01931415,-78.47223868,"Charlottesville, Virginia",Charlottesville,Virginia,United States,North America,18,1760,1762,1782,,Thomas Jefferson,626,626,3,Y,626,1,623,,1,N,,1,,,,,,,426-427,427,2,N,,3
Modern Movements in Architecture,First Unitarian Church,43.1409966,-77.55719025,"Rochester, New York, USA",Rochester,New York,United States,North America,20,1960,1964,,,Louis Kahn,,,,,,,,,,,,,234-235,234-235,2,N,,2,,,,,,
"Modern Movements in Architecture, A World History of Architecture",Dulles Airport,38.95226625,-77.45348491,"Dulles, Virginia",Dulles,Virginia,United States,North America,20,1950,1958,1962,N,Eero Saarinen,,,,,,,,,,,,,198-199,198-199,2,N,,1,538,,,N,,1
A Global History of Architecture,Virginia Penitentiary,37.54041263,-77.4478589,"Richmond, Virginia, USA",Richmond,Virginia,United States,North America,18,1790,1798,,,Benjamin Latrobe,639,,,,,1,,,,,,,,,,,,,,,,,,
"A Global History of Architecture, A World History of Architecture",Virginia State Capitol,37.53881755,-77.43355749,"Richmond, Virginia, USA",Richmond,Virginia,United States,North America,18,1780,1785,1792,,"Thomas Jefferson, Charles-Louis Clérisseau",626,626,1,N,,1,,,,,,,,,,,,,"123,427",,,N,,2
A Global History of Architecture,Great House of Shirley Plantation,37.34214761,-77.26094613,"Hopewell, Virginia, USA",Hopewell,Virginia,United States,North America,18,1730,1738,,,,604,604,2,N,,2,,,,,,,,,,,,,,,,,,
"A Global History of Architecture, A History of Architecture: Settings and Rituals",Edgar Kaufman House (Falling Water),41.6423567,-77.2076184,"Bear Run, Pennsylvania",Bear Run,Pennsylvania,United States,North America,20,1930,1936,1938,,Frank Lloyd Wright,"697,744",744,3,Y,744,4,713,,1,N,,1,,,,,,,,,,,,
A World History of Architecture,Museum for Pre-Columbian Art,38.91447775,-77.06405313,"Washington, DC",Washington,District of Columbia,United States,North America,20,,1963,,N,Philip Johnson,,,,,,,,,,,,,,,,,,,544,,,N,,1
Modern Movements in Architecture,John F. Kennedy Center,38.89606528,-77.05565052,"Washington DC, USA",Washington,District of Columbia,United States,North America,20,1960,1964,,,Edward Durrell,,,,,,,,,,,,,192,192,1,N,,1,,,,,,
A History of Architecture: Settings and Rituals,Department of Commerce,38.8950368,-77.0365427,Washington D.C.,Washington D.C.,,United States,North America,20,1930,1932,,,York and Sawyer,,,,,,,716,,1,N,,1,,,,,,,,,,,,
A History of Architecture: Settings and Rituals,Plan for Washington D.C.,38.8950368,-77.0365427,"Washington, USA",Washington D.C.,,United States,North America,18,1790,1792,,,Pierre Charles L'Enfant,,,,,,,625,,1,Y,,1,,,,,,,,,,,,
A History of Architecture: Settings and Rituals,"State, War, and Navy Building",38.8950368,-77.0365427,"Washington, USA",Washington D.C.,,United States,North America,19,1870,1871,1875,,Alfred B. Mullett,,,,,,,648,,1,N,,1,,,,,,,,,,,,
A History of Architecture: Settings and Rituals,Union Railroad Station,38.8950368,-77.0365427,Washington D.C.,Washington D.C.,,United States,North America,20,1900,1903,1907,,Daniel H. Burnham,,,,,,,675,,1,N,,1,,,,,,,,,,,,
A History of Architecture: Settings and Rituals,Smithsonian Institution,38.891245,-77.02597012,"Washington, USA",,,United States,North America,19,1840,1847,,,James Renwick,,,,,,,606,,1,N,,1,,,,,,,,,,,,
A Global History of Architecture,Patent Office,38.89786515,-77.02296452,"Washington, DC, USA",Washington,District of Columbia,United States,North America,19,1830,1836,,,,635,,,,,1,,,,,,,,,,,,,,,,,,
Modern Movements in Architecture,Barriada,-12.1172537,-77.0222091,"Lima, Peru",Lima,,Peru,South America,20,,,,,,,,,,,,,,,,,,91,91,1,N,,1,,,,,,
A Global History of Architecture,National Gallery of Art,38.89131155,-77.01990447,"Washington, DC, USA",Washington,District of Columbia,United States,North America,20,1930,1931,,,,667,,,,,1,,,,,,,,,,,,,,,,,,
"A History of Architecture: Settings and Rituals, A World History of Architecture",U.S. Capitol (Dome),38.888864,-77.0098227,"Washington, DC",Washington,District of Columbia,United States,North America,19,,1851,1867,N,Thomas U. Walter,,,,,,,647,,1,N,,1,,,,,,,"5,424",,,N,,2
"A Global History of Architecture, A History of Architecture: Settings and Rituals",U.S. Capitol,38.888864,-77.0098227,"Washington, DC, USA",Washington,District of Columbia,United States,North America,18,1790,1793,1830,,William Thornton; Benjamin Henry Latrobe; Charles Bulfinch,627-628,627-628,2,Y,627,3,621,,1,N,,1,,,,,,,,,,,,
A World History of Architecture,House of Representatives,38.88897715,-77.0090433,"Washington, DC",Washington,District of Columbia,United States,North America,,,,,,Benjamin Latrobe,,,,,,,,,,,,,,,,,,,413,,,N,,1
"A Global History of Architecture, A History of Architecture: Settings and Rituals",Stratford Hall Plantation,38.1153203,-76.7567355,"Westmoreland County, Virginia",Westmoreland County,Virginia,United States,North America,18,1730,1738,,,Thomas Lee,602,602,2,Y,602,2,616,,1,N,,1,,,,,,,,,,,,
"A History of Architecture: Settings and Rituals, A World History of Architecture",St. Luke's,36.8953677,-76.7248143,"Smithfield, Virginia",Smithfield,Virginia,United States,North America,17,1680,1685,,,,,,,,,,611,,1,N,,1,,,,,,,273,,,N,,1
Modern Movements in Architecture,Temple of Oheb Shalom,39.36935503,-76.71043401,"Baltimore, Maryland, USA",Baltimore,Maryland,United States,North America,20,1950,1957,,,The Architects Collaborative,,,,,,,,,,,,,113121,121,1,N,,2,,,,,,
A History of Architecture: Settings and Rituals,Baltimore Cathedral,39.2904498,-76.6032659,"Baltimore, Maryland",Baltmore,Maryland,United States,North America,19,1800,1804,1818,,Benjamin Henry Latrobe,,,,,,,622,,1,N,,1,,,,,,,,,,,,
A History of Architecture: Settings and Rituals,Adam Thoroughgood House,36.84635635,-76.12592324,"Princess Anne County, Virginia",Princess Anne County,Virginia,United States,North America,18,1700,1700,1720,,,,,,,,,609,,1,N,,1,,,,,,,,,,,,
A World History of Architecture,Vanna Venturi House,40.0706618,-75.20812734,"Chestnut Hill, Pennsylvania",Chestnut Hill,Pennsylvania,United States,North America,20,,1962,,N,Robert Venturi,,,,,,,,,,,,,,,,,,,542,542,1,N,,2
A Global History of Architecture,Eastern State Penitentiary,39.9683436,-75.17265385,"Philadelphia, Pennsylvania, USA",Philadelphia,Pennsylvania,United States,North America,19,1820,1821,,,,639,639,1,N,,1,,,,,,,,,,,,,,,,,,
A World History of Architecture,Philadelphia Exchange,39.9496602,-75.16482471,"Philadelphia, Pennsylvania",Philadelphia,Pennsylvania,United States,North America,,,,,N,William Strickland,,,,,,,,,,,,,,,,,,,"59,426",,,N,,2
A History of Architecture: Settings and Rituals,Girard College for Orphans,39.9527237,-75.1635262,"Philadelphia, Pennsylvania",Philadelphia,Pennsylvania,United States,North America,19,1830,1833,1847,,Thomas Ustick Walter,,,,,,,626,,1,N,,1,,,,,,,,,,,,
A History of Architecture: Settings and Rituals,Pump House for the Philadelphia Waterworks,39.9527237,-75.1635262,"Philadelphia, Pennsylvania",Philadelphia,Pennsylvania,United States,North America,18,1790,1799,,,Henry Latrobe,,,,,,,621,,1,N,,1,,,,,,,,,,,,
"A History of Architecture: Settings and Rituals, Modern Movements in Architecture, A World History of Architecture",Richards Medical Research Building,39.9527237,-75.1635262,"Philadelphia, Pennsylvania",Philadelphia,Pennsylvania,United States,North America,20,1950,1957,1964,,Louis Kahn,,,,,,,740,,1,N,,1,"230,233",230233,2,N,,2,539,539,1,N,,2
"A History of Architecture: Settings and Rituals, A World History of Architecture",Guild House,39.9617926,-75.15077071,"Philadelphia, Pennsylvania",Philadelphia,Pennsylvania,United States,North America,20,1960,1960,1963,N,"John K. Rauch, Robert Venturi",,,,,,,752,,1,N,,1,,,,,,,541-542,541,1,N,,2
A World History of Architecture,Second Bank of the United States,39.94857205,-75.14841005,"Philadelphia, Pennsylvania",Philadelphia,Pennsylvania,United States,North America,19,,1819,1824,N,William Strickland,,,,,,,,,,,,,,,,,,,426,426,1,N,,2
Modern Movements in Architecture,Bath House,40.259167,-74.799444,"Trenton, New Jersey, USA",Trenton,New Jersey,United States,North America,20,1950,1958,,,Louis Kahn,,,,,,,,,,,,,231,231,1,N,,1,,,,,,
Modern Movements in Architecture,Lieb House,39.74022244,-74.11604966,"Long Beach Island, New Jersey, USA",Long Beach Island,New Jersey,United States,North America,20,1960,1966,1969,,Robert Venturi,,,,,,,,,,,,,222,222,1,N,,1,,,,,,
A World History of Architecture,The Statue of Liberty,40.6892532,-74.04454817,"New York City, New York",New York City,New York,United States,North America,19,,1880,,N,"Gustave Eiffel, Auguste Bartholdi, Richard Morris Hunt",,,,,,,,,,,,,,,,,,,"433,445",,1,N,,3
A Global History of Architecture,Standard Oil Building,40.70566291,-74.0132303,"New York New York, USA",New York City,New York,United States,North America,20,1920,1920,1928,,,738,,,,,1,,,,,,,,,,,,,,,,,,
A Global History of Architecture,Barclay-Vesey Building,40.71404248,-74.01269952,"New York New York, USA",New York City,New York,United States,North America,20,1920,1923,1927,,,738,,,,,1,,,,,,,,,,,,,,,,,,
A World History of Architecture,Trinity Church,40.7080539,-74.01219395,"New York City, New York",New York City,New York,United States,North America,19,,1839,1846,N,Richard Upjohn,,,,,,,,,,,,,,,,,,,431,431,1,N,,6
A Global History of Architecture,American Telephone & Telegraph Company Building,40.70713045,-74.0083049,"New York New York, USA",New York City,New York,United States,North America,20,1910,1912,,,William Welles Bosworth,694,,,,,1,,,,,,,,,,,,,,,,,,
"A Global History of Architecture, A World History of Architecture",Woolworth Building,40.71245515,-74.00813517,"New York New York, USA",New York City,New York,United States,North America,20,1910,1911,1913,,Cass Gilbert,693-694,693-694,2,N,,2,,,,,,,,,,,,,496,,,N,,1
A History of Architecture: Settings and Rituals,Evolution of the Set-Back Building–Fourth Stage,40.7127281,-74.0060152,"New York, New York",New York City,New York,United States,North America,20,1920,1929,,Y,Hugh Ferris,,,,,,,711,,1,N,,1,,,,,,,,,,,,
A History of Architecture: Settings and Rituals,City Hall Post Office,40.7127281,-74.0060152,New York,New York City,New York,United States,North America,19,1870,1875,,,Alfred B. Mullett,,,,,,,648,,1,N,,1,,,,,,,,,,,,
A History of Architecture: Settings and Rituals,Guggenheim Museum Annex,40.7127281,-74.0060152,"New York, New York",New York City,New York,United States,North America,20,1980,1982,1992,,Gwathmey Siegel and Associates,,,,,,,735,,1,N,,1,,,,,,,,,,,,
A History of Architecture: Settings and Rituals,Henry Villard Houses,40.7127281,-74.0060152,"New York, New York",New York City,New York,United States,North America,19,1880,1882,1885,,"McKim, Mead, and White",,,,,,,670,,1,N,,1,,,,,,,,,,,,
A History of Architecture: Settings and Rituals,RCA Victor building,40.7127281,-74.0060152,"New York, New York",New York City,New York,United States,North America,20,1930,1931,,,Cross & Cross,,,,,,,712,,1,N,,1,,,,,,,,,,,,
A History of Architecture: Settings and Rituals,Soldiers and Sailors Memorial Arch,40.7127281,-74.0060152,"New York, New York",New York City,New York,United States,North America,19,1880,1889,1892,,"John H. Duncan; McKim, Mead & White",,,,,,,671,,1,N,,1,,,,,,,,,,,,
A History of Architecture: Settings and Rituals,Tribune Building,40.7127281,-74.0060152,"New York, New York",New York City,New York,United States,North America,19,1870,1873,1876,,Richard Morris Hunt,,,,,,,597,,1,N,,1,,,,,,,,,,,,
A History of Architecture: Settings and Rituals,Union Carbide Corporate Headquarters,40.7127281,-74.0060152,"New York, New York",New York City,New York,United States,North America,20,1950,1957,1960,,"Skidmore, Owings and Merrill",,,,,,,730,,1,N,,1,,,,,,,,,,,,
"A History of Architecture: Settings and Rituals, A World History of Architecture",Brooklyn Bridge,40.7090749,-74.0007292,"New York City, New York",New York City,New York,United States,North America,19,1860,1869,1883,N,"John Augustus Roebling, Washington Augustus Roebling",,,,,,,597,,1,N,,1,,,,,,,"438,440",440,1,N,,3
Modern Movements in Architecture,Soho Route Building and Road Net,40.72468288,-73.99960414,"London, UK",London,,England,Europe,20,1950,1959,,X,Alison and Peter Smithson,,,,,,,,,,,,,335,335,1,N,,1,,,,,,
"A Global History of Architecture, A World History of Architecture",Pennsylvania Station,40.7502382,-73.9928111,"New York City, New York",New York City,New York,United States,North America,20,1900,1902,1911,N,"McKim, Mead, and White",689,,,,,1,,,,,,,,,,,,,436-437,,2,Y,,3
A Global History of Architecture,McGraw-Hill Building,40.75777208,-73.9916297,"New York New York, USA",New York City,New York,United States,North America,20,1930,1930,1931,,,738,,,,,1,,,,,,,,,,,,,,,,,,
A History of Architecture: Settings and Rituals,Flatiron Building,40.7410592,-73.98964162,"New York, New York",New York City,New York,United States,North America,20,1900,1902,,,Daniel H. Burnham,,,,,,,676,,1,N,,1,,,,,,,,,,,,
